secondarykey,Index Value
2001.0,1304182
2001.0,1304135
2001.0,1304086
2001.0,1302977
2001.0,1303031
2001.0,1303077
2001.0,1303143
2001.0,1303189
2001.0,1303246
2001.0,1303303
2001.0,1303368
2001.0,1303423
2001.0,1303477
2001.0,1303540
2001.0,1303586
2001.0,1303635
2001.0,1303679
2001.0,1303745
2001.0,1303802
2001.0,1303849
2001.0,1303903
2001.0,1303949
2001.0,1303992
2001.0,1304039
2001.0,1300562
2001.0,1300520
2001.0,1300471
2001.0,1300412
2001.0,1296983
2001.0,1297025
2001.0,1297072
2001.0,1297116
2001.0,1297158
2001.0,1297204
2001.0,1297253
2001.0,1297317
2001.0,1297364
2001.0,1296939
2001.0,1297406
2001.0,1297530
2001.0,1297579
2001.0,1297622
2001.0,1297665
2001.0,1297720
2001.0,1297779
2001.0,1297845
2001.0,1297888
2001.0,1297931
2001.0,1297465
2001.0,1296885
2001.0,1296842
2001.0,1296800
2001.0,1295734
2001.0,1295781
2001.0,1295823
2001.0,1295865
2001.0,1295914
2001.0,1295968
2001.0,1296022
2001.0,1296066
2001.0,1296121
2001.0,1296163
2001.0,1296226
2001.0,1296270
2001.0,1296317
2001.0,1296381
2001.0,1296436
2001.0,1296478
2001.0,1296526
2001.0,1296584
2001.0,1296650
2001.0,1296699
2001.0,1296746
2001.0,1297976
2001.0,1305326
2001.0,1298039
2001.0,1298130
2001.0,1299443
2001.0,1299486
2001.0,1299528
2001.0,1299580
2001.0,1299642
2001.0,1299684
2001.0,1299731
2001.0,1299775
2001.0,1299820
2001.0,1299400
2001.0,1299864
2001.0,1299962
2001.0,1300005
2001.0,1300053
2001.0,1300114
2001.0,1300180
2001.0,1300229
2001.0,1300278
2001.0,1300321
2001.0,1300364
2001.0,1299910
2001.0,1299353
2001.0,1299310
2001.0,1299266
2001.0,1298172
2001.0,1298215
2001.0,1298271
2001.0,1298317
2001.0,1298360
2001.0,1298416
2001.0,1298461
2001.0,1298524
2001.0,1298568
2001.0,1298633
2001.0,1298679
2001.0,1298736
2001.0,1298778
2001.0,1298821
2001.0,1298876
2001.0,1298942
2001.0,1298990
2001.0,1299056
2001.0,1299103
2001.0,1299168
2001.0,1299220
2001.0,1298086
2001.0,1295691
2001.0,1305390
2001.0,1305501
2001.0,1311705
2001.0,1311763
2001.0,1311820
2001.0,1311863
2001.0,1311906
2001.0,1311949
2001.0,1311992
2001.0,1312035
2001.0,1312096
2001.0,1311662
2001.0,1312140
2001.0,1312230
2001.0,1312275
2001.0,1312317
2001.0,1312376
2001.0,1312420
2001.0,1312469
2001.0,1312518
2001.0,1312561
2001.0,1312609
2001.0,1312186
2001.0,1312659
2001.0,1311617
2001.0,1311523
2001.0,1310546
2001.0,1310603
2001.0,1310646
2001.0,1310688
2001.0,1310735
2001.0,1310777
2001.0,1310842
2001.0,1310894
2001.0,1310937
2001.0,1311569
2001.0,1310980
2001.0,1311071
2001.0,1311128
2001.0,1311187
2001.0,1311246
2001.0,1311291
2001.0,1311334
2001.0,1311395
2001.0,1311438
2001.0,1311480
2001.0,1311029
2001.0,1312701
2001.0,1312759
2001.0,1312807
2001.0,1314027
2001.0,1314076
2001.0,1314142
2001.0,1314201
2001.0,1314243
2001.0,1314291
2001.0,1314333
2001.0,1314379
2001.0,1314423
2001.0,1313983
2001.0,1314471
2001.0,1314565
2001.0,1314611
2001.0,1314654
2001.0,1314703
2001.0,1314749
2001.0,1314791
2001.0,1314839
2001.0,1314884
2001.0,1314932
2001.0,1314520
2001.0,1313941
2001.0,1313898
2001.0,1313847
2001.0,1312849
2001.0,1312897
2001.0,1312946
2001.0,1312993
2001.0,1313038
2001.0,1313087
2001.0,1313130
2001.0,1313172
2001.0,1313214
2001.0,1313257
2001.0,1313312
2001.0,1313361
2001.0,1313404
2001.0,1313463
2001.0,1313505
2001.0,1313553
2001.0,1313596
2001.0,1313639
2001.0,1313704
2001.0,1313750
2001.0,1313802
2001.0,1310489
2001.0,1310447
2001.0,1310390
2001.0,1310346
2001.0,1306846
2001.0,1306909
2001.0,1306956
2001.0,1307022
2001.0,1307071
2001.0,1307118
2001.0,1307178
2001.0,1307224
2001.0,1307278
2001.0,1306792
2001.0,1307321
2001.0,1307414
2001.0,1307471
2001.0,1307518
2001.0,1307562
2001.0,1307617
2001.0,1307665
2001.0,1307712
2001.0,1307758
2001.0,1307802
2001.0,1307367
2001.0,1306746
2001.0,1306699
2001.0,1306653
2001.0,1305564
2001.0,1305611
2001.0,1305657
2001.0,1305709
2001.0,1305757
2001.0,1305812
2001.0,1305862
2001.0,1305908
2001.0,1305951
2001.0,1305997
2001.0,1306040
2001.0,1306098
2001.0,1306160
2001.0,1306210
2001.0,1306259
2001.0,1306314
2001.0,1306361
2001.0,1306426
2001.0,1306481
2001.0,1306544
2001.0,1306610
2001.0,1307845
2001.0,1305455
2001.0,1307899
2001.0,1308005
2001.0,1309331
2001.0,1309377
2001.0,1309422
2001.0,1309465
2001.0,1309513
2001.0,1309577
2001.0,1309634
2001.0,1309677
2001.0,1309723
2001.0,1309277
2001.0,1309765
2001.0,1309871
2001.0,1309935
2001.0,1309992
2001.0,1310034
2001.0,1310089
2001.0,1310155
2001.0,1310212
2001.0,1310255
2001.0,1310297
2001.0,1309814
2001.0,1309221
2001.0,1309165
2001.0,1309122
2001.0,1308052
2001.0,1308099
2001.0,1308142
2001.0,1308185
2001.0,1308240
2001.0,1308303
2001.0,1308346
2001.0,1308395
2001.0,1308438
2001.0,1308493
2001.0,1308547
2001.0,1308590
2001.0,1308645
2001.0,1308694
2001.0,1308742
2001.0,1308796
2001.0,1308842
2001.0,1308903
2001.0,1308959
2001.0,1309022
2001.0,1309079
2001.0,1307942
2001.0,1295647
2001.0,1295605
2001.0,1295556
2001.0,1282194
2001.0,1282242
2001.0,1282285
2001.0,1282340
2001.0,1282395
2001.0,1282447
2001.0,1282491
2001.0,1282556
2001.0,1282602
2001.0,1282151
2001.0,1282654
2001.0,1282738
2001.0,1282802
2001.0,1282865
2001.0,1282907
2001.0,1282958
2001.0,1283004
2001.0,1283051
2001.0,1283095
2001.0,1283139
2001.0,1282696
2001.0,1283195
2001.0,1282088
2001.0,1281988
2001.0,1280996
2001.0,1281041
2001.0,1281099
2001.0,1281147
2001.0,1281199
2001.0,1281256
2001.0,1281319
2001.0,1281362
2001.0,1281404
2001.0,1282036
2001.0,1281459
2001.0,1281577
2001.0,1281619
2001.0,1281676
2001.0,1281718
2001.0,1281770
2001.0,1281812
2001.0,1281859
2001.0,1281901
2001.0,1281945
2001.0,1281521
2001.0,1283247
2001.0,1283289
2001.0,1283352
2001.0,1284724
2001.0,1284768
2001.0,1284833
2001.0,1284890
2001.0,1284954
2001.0,1285015
2001.0,1285057
2001.0,1285105
2001.0,1285170
2001.0,1284667
2001.0,1285225
2001.0,1285348
2001.0,1285397
2001.0,1285439
2001.0,1285481
2001.0,1285536
2001.0,1285579
2001.0,1285621
2001.0,1285682
2001.0,1285731
2001.0,1285290
2001.0,1284615
2001.0,1284550
2001.0,1284498
2001.0,1283396
2001.0,1283451
2001.0,1283507
2001.0,1283553
2001.0,1283595
2001.0,1283650
2001.0,1283699
2001.0,1283746
2001.0,1283804
2001.0,1283867
2001.0,1283930
2001.0,1283975
2001.0,1284017
2001.0,1284066
2001.0,1284125
2001.0,1284190
2001.0,1284232
2001.0,1284289
2001.0,1284341
2001.0,1284383
2001.0,1284432
2001.0,1280947
2001.0,1280900
2001.0,1280852
2001.0,1280803
2001.0,1277367
2001.0,1277410
2001.0,1277473
2001.0,1277521
2001.0,1277574
2001.0,1277626
2001.0,1277672
2001.0,1277714
2001.0,1277781
2001.0,1277318
2001.0,1277827
2001.0,1277934
2001.0,1277982
2001.0,1278036
2001.0,1278102
2001.0,1278154
2001.0,1278202
2001.0,1278251
2001.0,1278310
2001.0,1278375
2001.0,1277892
2001.0,1277264
2001.0,1277215
2001.0,1277173
2001.0,1276135
2001.0,1276196
2001.0,1276239
2001.0,1276294
2001.0,1276343
2001.0,1276391
2001.0,1276433
2001.0,1276490
2001.0,1276533
2001.0,1276575
2001.0,1276620
2001.0,1276672
2001.0,1276721
2001.0,1276774
2001.0,2523778
2001.0,1276869
2001.0,1276927
2001.0,1276973
2001.0,1277038
2001.0,1277080
2001.0,1277127
2001.0,1278439
2001.0,1285780
2001.0,1278484
2001.0,1278587
2001.0,1279838
2001.0,1279887
2001.0,1279930
2001.0,1279979
2001.0,1280026
2001.0,1280081
2001.0,1280128
2001.0,1280173
2001.0,1280228
2001.0,1279789
2001.0,1280274
2001.0,1280363
2001.0,1280405
2001.0,1280458
2001.0,1280520
2001.0,1280569
2001.0,1280612
2001.0,1280667
2001.0,1280716
2001.0,1280760
2001.0,1280316
2001.0,1279743
2001.0,1279695
2001.0,1279633
2001.0,1278643
2001.0,1278689
2001.0,1278731
2001.0,1278779
2001.0,1278828
2001.0,1278874
2001.0,1278927
2001.0,1278987
2001.0,1279029
2001.0,1279072
2001.0,1279120
2001.0,1279169
2001.0,1279211
2001.0,1279259
2001.0,1279307
2001.0,1279350
2001.0,1279397
2001.0,1279442
2001.0,1279493
2001.0,1279536
2001.0,1279584
2001.0,1278530
2001.0,1285828
2001.0,1285870
2001.0,1285913
2001.0,1292048
2001.0,1292112
2001.0,1292154
2001.0,1292201
2001.0,1292247
2001.0,1292298
2001.0,1292364
2001.0,1292411
2001.0,1292456
2001.0,1291989
2001.0,1292500
2001.0,1292612
2001.0,1292660
2001.0,1292706
2001.0,1292753
2001.0,1292816
2001.0,1292858
2001.0,1292900
2001.0,1292942
2001.0,1293008
2001.0,1292563
2001.0,1291940
2001.0,1291892
2001.0,1291850
2001.0,1290864
2001.0,1290906
2001.0,1290948
2001.0,1290990
2001.0,1291039
2001.0,1291081
2001.0,1291136
2001.0,1291179
2001.0,1291221
2001.0,1291263
2001.0,1291324
2001.0,1291387
2001.0,1291429
2001.0,1291481
2001.0,1291524
2001.0,1291591
2001.0,1291636
2001.0,1291678
2001.0,1291720
2001.0,1291766
2001.0,1291808
2001.0,1293068
2001.0,1290812
2001.0,1293114
2001.0,1293223
2001.0,1294564
2001.0,1294606
2001.0,1294649
2001.0,1294696
2001.0,1294739
2001.0,1294805
2001.0,1294848
2001.0,1294894
2001.0,1294961
2001.0,1294521
2001.0,1295010
2001.0,1295116
2001.0,1295161
2001.0,1295216
2001.0,1295263
2001.0,1295305
2001.0,1295354
2001.0,1295413
2001.0,1295464
2001.0,1295513
2001.0,1295068
2001.0,1294472
2001.0,1294408
2001.0,1294308
2001.0,1293265
2001.0,1293329
2001.0,1293372
2001.0,1293426
2001.0,1293486
2001.0,1293548
2001.0,1293590
2001.0,1293636
2001.0,1293678
2001.0,1293734
2001.0,1293781
2001.0,1293823
2001.0,1293872
2001.0,1293917
2001.0,1293959
2001.0,1294008
2001.0,1294068
2001.0,1294110
2001.0,1294153
2001.0,1294210
2001.0,1294265
2001.0,1293177
2001.0,1314998
2001.0,1290765
2001.0,1290662
2001.0,1287256
2001.0,1287303
2001.0,1287350
2001.0,1287396
2001.0,1287445
2001.0,1287487
2001.0,1287535
2001.0,1287578
2001.0,1287627
2001.0,1287214
2001.0,1287675
2001.0,1287781
2001.0,1287829
2001.0,1287872
2001.0,1287914
2001.0,1287958
2001.0,1288001
2001.0,1288048
2001.0,1288103
2001.0,1288148
2001.0,1287727
2001.0,1287165
2001.0,1287122
2001.0,1287074
2001.0,1285979
2001.0,1286034
2001.0,1286076
2001.0,1286140
2001.0,1286187
2001.0,1286259
2001.0,1286301
2001.0,1286358
2001.0,1286407
2001.0,1286455
2001.0,1286497
2001.0,1286544
2001.0,1286602
2001.0,1286650
2001.0,1286709
2001.0,1286757
2001.0,1286809
2001.0,1286875
2001.0,1286924
2001.0,1286980
2001.0,1287026
2001.0,1288208
2001.0,1290714
2001.0,1288254
2001.0,1288343
2001.0,1289572
2001.0,1289624
2001.0,1289682
2001.0,1289731
2001.0,1289788
2001.0,1289836
2001.0,1289882
2001.0,1289940
2001.0,1289999
2001.0,1289530
2001.0,1290048
2001.0,1290166
2001.0,1290229
2001.0,1290293
2001.0,1290339
2001.0,1290388
2001.0,1290455
2001.0,1290497
2001.0,1290555
2001.0,1290607
2001.0,1290111
2001.0,1289482
2001.0,1289437
2001.0,1289395
2001.0,1288386
2001.0,1288434
2001.0,1288482
2001.0,1288528
2001.0,1288570
2001.0,1288616
2001.0,1288664
2001.0,1288711
2001.0,1288760
2001.0,1288817
2001.0,1288864
2001.0,1288913
2001.0,1288968
2001.0,1289011
2001.0,1289057
2001.0,1289099
2001.0,1289165
2001.0,1289207
2001.0,1289250
2001.0,1289296
2001.0,1289352
2001.0,1288301
2001.0,1429886
2001.0,1315059
2001.0,1315149
2001.0,1340267
2001.0,1340326
2001.0,1340385
2001.0,1340428
2001.0,1340474
2001.0,1340536
2001.0,1340585
2001.0,1340632
2001.0,1340697
2001.0,1340223
2001.0,1340759
2001.0,1340849
2001.0,1340893
2001.0,1340941
2001.0,1340984
2001.0,1341026
2001.0,1341071
2001.0,1341117
2001.0,1341164
2001.0,1341212
2001.0,1340807
2001.0,1341255
2001.0,1340175
2001.0,1340074
2001.0,1339150
2001.0,1339193
2001.0,1339235
2001.0,1339290
2001.0,1339333
2001.0,1339376
2001.0,1339422
2001.0,1339471
2001.0,1339514
2001.0,1340133
2001.0,1339574
2001.0,1339660
2001.0,1339702
2001.0,1339746
2001.0,1339789
2001.0,1339838
2001.0,1339886
2001.0,1339932
2001.0,1339980
2001.0,1340027
2001.0,1339617
2001.0,1341303
2001.0,1341349
2001.0,1341403
2001.0,1342699
2001.0,1342742
2001.0,1342790
2001.0,1342839
2001.0,1342883
2001.0,1342932
2001.0,1342975
2001.0,1343032
2001.0,1343075
2001.0,1342633
2001.0,1343118
2001.0,1343217
2001.0,1343259
2001.0,1343308
2001.0,1343356
2001.0,1343421
2001.0,1343464
2001.0,1343507
2001.0,1343555
2001.0,1343602
2001.0,1343161
2001.0,1342590
2001.0,1342547
2001.0,1342499
2001.0,1341446
2001.0,1341497
2001.0,1341543
2001.0,1341591
2001.0,1341634
2001.0,1341686
2001.0,1341735
2001.0,1341794
2001.0,1341859
2001.0,1341906
2001.0,1341965
2001.0,1342009
2001.0,1342053
2001.0,1342101
2001.0,1342149
2001.0,1342193
2001.0,1342241
2001.0,1342290
2001.0,1342337
2001.0,1342388
2001.0,1342453
2001.0,1339108
2001.0,1339050
2001.0,1339008
2001.0,1338965
2001.0,1335551
2001.0,1335610
2001.0,1335658
2001.0,1335700
2001.0,1335752
2001.0,1335796
2001.0,1335859
2001.0,1335921
2001.0,1335984
2001.0,1335505
2001.0,1336030
2001.0,1336128
2001.0,1336173
2001.0,1336232
2001.0,1336275
2001.0,1336319
2001.0,1336368
2001.0,1336411
2001.0,1336459
2001.0,1336518
2001.0,1336079
2001.0,1335461
2001.0,1335402
2001.0,1335358
2001.0,1334359
2001.0,1334408
2001.0,1334451
2001.0,1334507
2001.0,1334565
2001.0,1334611
2001.0,1334653
2001.0,1334701
2001.0,1334746
2001.0,1334795
2001.0,1334837
2001.0,1334883
2001.0,1334929
2001.0,1334972
2001.0,1335014
2001.0,1335077
2001.0,1335119
2001.0,1335177
2001.0,1335219
2001.0,1335261
2001.0,1335310
2001.0,1336576
2001.0,1343651
2001.0,1336631
2001.0,1336716
2001.0,1338025
2001.0,1338077
2001.0,1338122
2001.0,1338169
2001.0,1338214
2001.0,1338262
2001.0,1338311
2001.0,1338354
2001.0,1338404
2001.0,1337961
2001.0,1338450
2001.0,1338557
2001.0,1338606
2001.0,1338649
2001.0,1338695
2001.0,1338740
2001.0,1338789
2001.0,1338831
2001.0,1338873
2001.0,1338916
2001.0,1338509
2001.0,1337896
2001.0,1337849
2001.0,1337802
2001.0,1336758
2001.0,1336801
2001.0,1336861
2001.0,1336919
2001.0,1336967
2001.0,1337036
2001.0,1337079
2001.0,1337127
2001.0,1337175
2001.0,1337222
2001.0,1337264
2001.0,1337312
2001.0,1337367
2001.0,1337416
2001.0,1337458
2001.0,1337501
2001.0,1337556
2001.0,1337615
2001.0,1337663
2001.0,1337711
2001.0,1337753
2001.0,1336674
2001.0,1334316
2001.0,1343693
2001.0,1343807
2001.0,1349839
2001.0,1349887
2001.0,1349930
2001.0,1349978
2001.0,1350021
2001.0,1350087
2001.0,1350129
2001.0,1350174
2001.0,1350229
2001.0,1349780
2001.0,1350272
2001.0,1350360
2001.0,1350409
2001.0,1350454
2001.0,1350520
2001.0,1350586
2001.0,1350629
2001.0,1350672
2001.0,1350721
2001.0,1350771
2001.0,1350318
2001.0,1350819
2001.0,1349731
2001.0,1349644
2001.0,1348648
2001.0,1348696
2001.0,1348762
2001.0,1348808
2001.0,1348853
2001.0,1348899
2001.0,1348942
2001.0,1349002
2001.0,1349045
2001.0,1349689
2001.0,1349103
2001.0,1349208
2001.0,1349271
2001.0,1349316
2001.0,1349364
2001.0,1349407
2001.0,1349453
2001.0,1349496
2001.0,1349556
2001.0,1349599
2001.0,1349165
2001.0,1350864
2001.0,1350906
2001.0,1350955
2001.0,1352228
2001.0,1352287
2001.0,1352329
2001.0,1352373
2001.0,1352419
2001.0,1352462
2001.0,1352504
2001.0,1352547
2001.0,1352591
2001.0,1352160
2001.0,1352633
2001.0,1352723
2001.0,1352771
2001.0,1352813
2001.0,1352855
2001.0,1352916
2001.0,1352964
2001.0,1353030
2001.0,1353075
2001.0,1353123
2001.0,1352678
2001.0,1352117
2001.0,1352075
2001.0,1352027
2001.0,1350998
2001.0,1351064
2001.0,1351123
2001.0,1351188
2001.0,1351234
2001.0,1351292
2001.0,1351334
2001.0,1351383
2001.0,1351426
2001.0,1351469
2001.0,1351524
2001.0,1351582
2001.0,1351625
2001.0,1351671
2001.0,1351713
2001.0,1351761
2001.0,1351804
2001.0,1351846
2001.0,1351889
2001.0,1351937
2001.0,1351982
2001.0,1348598
2001.0,1348555
2001.0,1348506
2001.0,1348460
2001.0,1345088
2001.0,1345136
2001.0,1345181
2001.0,1345225
2001.0,1345273
2001.0,1345322
2001.0,1345365
2001.0,1345407
2001.0,1345455
2001.0,1345039
2001.0,1345522
2001.0,1345612
2001.0,1345657
2001.0,1345705
2001.0,1345753
2001.0,1345802
2001.0,1345851
2001.0,1345894
2001.0,1345939
2001.0,1345997
2001.0,1345564
2001.0,1344991
2001.0,1344933
2001.0,1344885
2001.0,1343855
2001.0,1343898
2001.0,1343940
2001.0,1343992
2001.0,1344049
2001.0,1344093
2001.0,1344139
2001.0,1344188
2001.0,1344237
2001.0,1344301
2001.0,1344349
2001.0,1344392
2001.0,1344452
2001.0,1344494
2001.0,1344542
2001.0,1344591
2001.0,1344633
2001.0,1344698
2001.0,1344743
2001.0,1344799
2001.0,1344842
2001.0,1346040
2001.0,1343742
2001.0,1346082
2001.0,1346174
2001.0,1347478
2001.0,1347526
2001.0,1347575
2001.0,1347643
2001.0,1347690
2001.0,1347735
2001.0,1347781
2001.0,1347830
2001.0,1347874
2001.0,1347436
2001.0,1347936
2001.0,1348029
2001.0,1348078
2001.0,1348126
2001.0,1348169
2001.0,1348212
2001.0,1348257
2001.0,1348309
2001.0,1348354
2001.0,1348417
2001.0,1347984
2001.0,1347394
2001.0,1347346
2001.0,1347298
2001.0,1346220
2001.0,1346268
2001.0,1346332
2001.0,1346375
2001.0,1346418
2001.0,1346461
2001.0,1346510
2001.0,1346552
2001.0,1346618
2001.0,1346666
2001.0,1346731
2001.0,1346779
2001.0,1346824
2001.0,1346890
2001.0,1346955
2001.0,1347003
2001.0,1347060
2001.0,1347108
2001.0,1347151
2001.0,1347193
2001.0,1347236
2001.0,1346131
2001.0,1334273
2001.0,1334207
2001.0,1334165
2001.0,1321159
2001.0,1321202
2001.0,1321250
2001.0,1321299
2001.0,1321342
2001.0,1321407
2001.0,1321450
2001.0,1321499
2001.0,1321560
2001.0,1321116
2001.0,1321608
2001.0,1321693
2001.0,1321741
2001.0,1321784
2001.0,1321849
2001.0,1321899
2001.0,1321948
2001.0,1321991
2001.0,1322039
2001.0,1322092
2001.0,1321650
2001.0,1322140
2001.0,1321073
2001.0,1320985
2001.0,1319984
2001.0,1320029
2001.0,1320085
2001.0,1320130
2001.0,1320195
2001.0,1320263
2001.0,1320308
2001.0,1320351
2001.0,1320412
2001.0,1321028
2001.0,1320468
2001.0,1320559
2001.0,1320611
2001.0,1320654
2001.0,1320696
2001.0,1320741
2001.0,1320789
2001.0,1320837
2001.0,1320880
2001.0,1320925
2001.0,1320513
2001.0,1322189
2001.0,1322238
2001.0,1322287
2001.0,1323494
2001.0,1323542
2001.0,1323591
2001.0,1323639
2001.0,1323684
2001.0,1323732
2001.0,1323780
2001.0,1323822
2001.0,1323864
2001.0,1323447
2001.0,1323907
2001.0,1323995
2001.0,1324041
2001.0,1324105
2001.0,1324153
2001.0,1324196
2001.0,1324238
2001.0,1324287
2001.0,1324351
2001.0,1324399
2001.0,1323949
2001.0,1323403
2001.0,1323355
2001.0,1323308
2001.0,1322330
2001.0,1322376
2001.0,1322425
2001.0,1322473
2001.0,1322519
2001.0,1322561
2001.0,1322617
2001.0,1322676
2001.0,1322719
2001.0,1322764
2001.0,1322812
2001.0,1322854
2001.0,1322902
2001.0,1322951
2001.0,1322995
2001.0,1323043
2001.0,1323087
2001.0,1323133
2001.0,1323176
2001.0,1323220
2001.0,1323262
2001.0,1319942
2001.0,1319883
2001.0,1319838
2001.0,1319796
2001.0,1316420
2001.0,1316469
2001.0,1316517
2001.0,1316566
2001.0,1316618
2001.0,1316666
2001.0,1316715
2001.0,1316764
2001.0,1316813
2001.0,1316371
2001.0,1316862
2001.0,1316953
2001.0,1316997
2001.0,1317049
2001.0,1317093
2001.0,1317159
2001.0,1317208
2001.0,1317253
2001.0,1317300
2001.0,1317365
2001.0,1316910
2001.0,1316326
2001.0,1316277
2001.0,1316226
2001.0,1315212
2001.0,1315260
2001.0,1315302
2001.0,1315346
2001.0,1315394
2001.0,1315443
2001.0,1315489
2001.0,1315537
2001.0,1315585
2001.0,1315630
2001.0,1315682
2001.0,1315730
2001.0,1315795
2001.0,1315842
2001.0,1315897
2001.0,1315941
2001.0,1315985
2001.0,1316044
2001.0,1316086
2001.0,1316130
2001.0,1316182
2001.0,1317424
2001.0,1324447
2001.0,1317472
2001.0,1317590
2001.0,1318864
2001.0,1318915
2001.0,1318957
2001.0,1319002
2001.0,1319058
2001.0,1319104
2001.0,1319168
2001.0,1319217
2001.0,1319265
2001.0,1318816
2001.0,1319309
2001.0,1319397
2001.0,1319441
2001.0,1319483
2001.0,1319525
2001.0,1319571
2001.0,1319613
2001.0,1319659
2001.0,1319708
2001.0,1319754
2001.0,1319351
2001.0,1318771
2001.0,1318713
2001.0,1318668
2001.0,1317636
2001.0,1317685
2001.0,1317731
2001.0,1317782
2001.0,1317831
2001.0,1317879
2001.0,1317927
2001.0,1317972
2001.0,1318016
2001.0,1318061
2001.0,1318105
2001.0,1318149
2001.0,1318194
2001.0,1318240
2001.0,1318291
2001.0,1318364
2001.0,1318408
2001.0,1318456
2001.0,1318522
2001.0,1318568
2001.0,1318620
2001.0,1317531
2001.0,1324491
2001.0,1324543
2001.0,1324591
2001.0,1330727
2001.0,1330770
2001.0,1330812
2001.0,1330856
2001.0,1330952
2001.0,1331012
2001.0,1331078
2001.0,1331124
2001.0,1331181
2001.0,1330678
2001.0,1331240
2001.0,1331330
2001.0,1331374
2001.0,1331423
2001.0,1331466
2001.0,1331508
2001.0,1331552
2001.0,1331594
2001.0,1331642
2001.0,1331688
2001.0,1331284
2001.0,1330631
2001.0,1330588
2001.0,1330539
2001.0,1329558
2001.0,1329600
2001.0,1329657
2001.0,1329706
2001.0,1329748
2001.0,1329805
2001.0,1329853
2001.0,1329895
2001.0,1329937
2001.0,1329982
2001.0,1330030
2001.0,1330074
2001.0,1330116
2001.0,1330158
2001.0,1330204
2001.0,1330246
2001.0,1330290
2001.0,1330339
2001.0,1330397
2001.0,1330446
2001.0,1330490
2001.0,1331732
2001.0,1329510
2001.0,1331799
2001.0,1331897
2001.0,1333204
2001.0,1333252
2001.0,1333296
2001.0,1333340
2001.0,1333384
2001.0,1333428
2001.0,1333470
2001.0,1333512
2001.0,1333558
2001.0,1333142
2001.0,1333614
2001.0,1333714
2001.0,1333763
2001.0,1333805
2001.0,1333857
2001.0,1333914
2001.0,1333956
2001.0,1334011
2001.0,1334057
2001.0,1334099
2001.0,1333656
2001.0,1333095
2001.0,1333036
2001.0,1332994
2001.0,1331962
2001.0,1332009
2001.0,1332068
2001.0,1332116
2001.0,1332160
2001.0,1332209
2001.0,1332258
2001.0,1332307
2001.0,1332353
2001.0,1332396
2001.0,1332462
2001.0,1332510
2001.0,1332552
2001.0,1332617
2001.0,1332660
2001.0,1332705
2001.0,1332771
2001.0,1332820
2001.0,1332863
2001.0,1332905
2001.0,1332952
2001.0,1331848
2001.0,1315105
2001.0,1329461
2001.0,1329366
2001.0,1325938
2001.0,1325981
2001.0,1326027
2001.0,1326082
2001.0,1326124
2001.0,1326173
2001.0,1326215
2001.0,1326257
2001.0,1326305
2001.0,1325896
2001.0,1326347
2001.0,1326458
2001.0,1326500
2001.0,1326544
2001.0,1326611
2001.0,1326671
2001.0,1326726
2001.0,1326784
2001.0,1326833
2001.0,1326877
2001.0,1326410
2001.0,1325854
2001.0,1325789
2001.0,1325747
2001.0,1324653
2001.0,1324695
2001.0,1324740
2001.0,1324800
2001.0,1324856
2001.0,1324912
2001.0,1324971
2001.0,1325013
2001.0,1325078
2001.0,1325142
2001.0,1325191
2001.0,1325252
2001.0,1325300
2001.0,1325364
2001.0,1325413
2001.0,1325462
2001.0,1325510
2001.0,1325554
2001.0,1325601
2001.0,1325657
2001.0,1325699
2001.0,1326921
2001.0,1329415
2001.0,1326967
2001.0,1327075
2001.0,1328408
2001.0,1328453
2001.0,1328502
2001.0,1328544
2001.0,1328593
2001.0,1328642
2001.0,1328704
2001.0,1328747
2001.0,1328790
2001.0,1328344
2001.0,1328836
2001.0,1328951
2001.0,1329000
2001.0,1329049
2001.0,1329091
2001.0,1329134
2001.0,1329179
2001.0,1329226
2001.0,1329274
2001.0,1329320
2001.0,1328902
2001.0,1328298
2001.0,1328242
2001.0,1328187
2001.0,1327123
2001.0,1327171
2001.0,1327237
2001.0,1327295
2001.0,1327351
2001.0,1327399
2001.0,1327443
2001.0,1327492
2001.0,1327536
2001.0,1327595
2001.0,1327640
2001.0,1327686
2001.0,1327731
2001.0,1327773
2001.0,1327816
2001.0,1327858
2001.0,1327905
2001.0,1327956
2001.0,1328007
2001.0,1328056
2001.0,1328122
2001.0,1327032
2001.0,1895990
2001.0,1429932
2001.0,1430021
2001.0,1534289
2001.0,1534336
2001.0,1534392
2001.0,1534434
2001.0,1534488
2001.0,1534543
2001.0,1534606
2001.0,1534649
2001.0,1534714
2001.0,1534225
2001.0,1534777
2001.0,1534909
2001.0,1534957
2001.0,1535000
2001.0,1535046
2001.0,1535103
2001.0,1535166
2001.0,1535209
2001.0,1535258
2001.0,1535306
2001.0,1534843
2001.0,1535369
2001.0,1534179
2001.0,1534085
2001.0,1533045
2001.0,1533093
2001.0,1533139
2001.0,1533182
2001.0,1533246
2001.0,1533293
2001.0,1533347
2001.0,1533390
2001.0,1533433
2001.0,1534131
2001.0,1533490
2001.0,1533593
2001.0,1533657
2001.0,1533699
2001.0,1533759
2001.0,1533814
2001.0,1533862
2001.0,1533919
2001.0,1533981
2001.0,1534030
2001.0,1533536
2001.0,1535428
2001.0,1535471
2001.0,1535526
2001.0,1536966
2001.0,1537009
2001.0,1537066
2001.0,1537122
2001.0,1537167
2001.0,1537210
2001.0,1537267
2001.0,1537332
2001.0,1537392
2001.0,1536906
2001.0,1537438
2001.0,1537546
2001.0,1537604
