PrimaryKey,Index Value
1333936.0,1152162
1333938.0,1152215
1333939.0,1152262
1333940.0,1152314
1333941.0,1152371
1333942.0,1152419
1333943.0,1152488
1333944.0,1152557
1333945.0,1152617
1333946.0,1152670
1333947.0,1152716
1333948.0,1152762
1333949.0,1152808
1333951.0,1152854
1333952.0,1152905
1333953.0,1152956
1333954.0,1153002
1333955.0,1153059
1333956.0,1153110
1333957.0,1153163
1333958.0,1153211
1333959.0,1153258
1333960.0,1153306
1333963.0,1153352
1333964.0,1153411
1333966.0,1153467
1333967.0,1153516
1333968.0,1153563
1333969.0,1153612
1333971.0,1153681
1333972.0,1153734
1333973.0,1153780
1333974.0,1153827
1333976.0,1153874
1333977.0,1153926
1333978.0,1153995
1333979.0,1154062
1333980.0,1154114
1333981.0,1154183
1333982.0,1154229
1333983.0,1154278
1333984.0,1154334
1333985.0,1154381
1333986.0,1154452
1333987.0,1154504
1333988.0,1154572
1333989.0,1154621
1333990.0,1154673
1333991.0,1154719
1333992.0,1154772
1333993.0,1154825
1333994.0,1154872
1333995.0,1154925
1333996.0,1154977
1333997.0,1155045
1333999.0,1155091
1334000.0,1155202
1334001.0,1155249
1334003.0,1155297
1334004.0,1155347
1334005.0,1155395
1334006.0,1155447
1334007.0,1155497
1334008.0,1155549
1334009.0,1155617
1334010.0,1155675
1334011.0,1155727
1334015.0,1155784
1334016.0,1155840
1334017.0,1155887
1334018.0,1155940
1334019.0,1155992
1334020.0,1156044
1334021.0,1156096
1334022.0,1156166
1334023.0,1156214
1334024.0,1156261
1334025.0,1156314
1334026.0,1156375
1334027.0,1156428
1334029.0,1156480
1334032.0,1156532
1334033.0,1156591
1334034.0,1156643
1334036.0,1156689
1334037.0,1156739
1334038.0,1156791
1334040.0,1156858
1334041.0,1156904
1334042.0,1156951
1334043.0,1157000
1334044.0,1157047
1334045.0,1157097
1334046.0,1157153
1334047.0,1157202
1334048.0,1157253
1334049.0,1157306
1334050.0,1157358
1334052.0,1157411
1334054.0,1157479
1334055.0,1157531
1334056.0,1157577
1334057.0,1157626
1334058.0,1157674
1334059.0,1157721
1334061.0,1157768
1334062.0,1157815
1334064.0,1157878
1334065.0,1157924
1334068.0,1157977
1334069.0,1158029
1334070.0,1158097
1334071.0,1158158
1334072.0,1158204
1334074.0,1158267
1334076.0,1158325
1334078.0,1158387
1334079.0,1158447
1334080.0,1158500
1334081.0,1158552
1334082.0,1158599
1334083.0,1158648
1334084.0,1158695
1334085.0,1158746
1334086.0,1158795
1334089.0,1158863
1334091.0,1158914
1334092.0,1158976
1334093.0,1159023
1334094.0,1159073
1334095.0,1159139
1334097.0,1159191
1334098.0,1159241
1334099.0,1159294
1334101.0,1159346
1334102.0,1159397
1334103.0,1159444
1334104.0,1159513
1334105.0,1159563
1334106.0,1159615
1334108.0,1159685
1334109.0,1159754
1334110.0,1159800
1334111.0,1159852
1334112.0,1159905
1334113.0,1159957
1334114.0,1160004
1334115.0,1160057
1334116.0,1160109
1334118.0,1160162
1334119.0,1160215
1334120.0,1160267
1334124.0,1160326
1334126.0,1160372
1334128.0,1160433
1334129.0,1160486
1334130.0,1160533
1334131.0,1160597
1334132.0,1160653
1334133.0,1160699
1334134.0,1160767
1334135.0,1160813
1334136.0,1160860
1334137.0,1160912
1334138.0,1160960
1334139.0,1161010
1334140.0,1161070
1334141.0,1161118
1334142.0,1161166
1334143.0,1161229
1334144.0,1161275
1334148.0,1161325
1334149.0,1161373
1334150.0,1161426
1334151.0,1161479
1334152.0,1161549
1334153.0,1161601
1334154.0,1161647
1334157.0,1161697
1334158.0,1161749
1334159.0,1161819
1334160.0,1161868
1334161.0,1161938
1334162.0,1162005
1334163.0,1162057
1334164.0,1162103
1334165.0,1162151
1334166.0,1162203
1334168.0,1162249
1334169.0,1162301
1334170.0,1162357
1334171.0,1162409
1334172.0,1162462
1334173.0,1162509
1334174.0,1162561
1334175.0,1162608
1334176.0,1162655
1334177.0,1162701
1334178.0,1162764
1334180.0,1162817
1334181.0,1162863
1334182.0,1162915
1334184.0,1162964
1334185.0,1163011
1334186.0,1163064
1334187.0,1163111
1334189.0,1163179
1334190.0,1163232
1334191.0,1163278
1334192.0,1163341
1334195.0,1163393
1334196.0,1163445
1334197.0,1163494
1334198.0,1163564
1334201.0,1163611
1334202.0,1163666
1334203.0,1163716
1334204.0,1163762
1334205.0,1163825
1334206.0,1163874
1334207.0,1163925
1334208.0,1163972
1334209.0,1164025
1334211.0,1164078
1334212.0,1164124
1334214.0,1164185
1334215.0,1164232
1334216.0,1164301
1334217.0,1164359
1334219.0,1164407
1334220.0,1164455
1334221.0,1164502
1334223.0,1164554
1334224.0,1164600
1334226.0,1164646
1334227.0,1164693
1334228.0,1164739
1334230.0,1164787
1334231.0,1164846
1334232.0,1164907
1334233.0,1164960
1334234.0,1165013
1334235.0,1165060
1334237.0,1165107
1334238.0,1165154
1334239.0,1165218
1334240.0,1165274
1334241.0,1165322
1334243.0,1165368
1334244.0,1165414
1334245.0,1165461
1334246.0,1165511
1334247.0,1165563
1334248.0,1165612
1334249.0,1165665
1334250.0,1165733
1334251.0,1165780
1334254.0,1165826
1334255.0,1165893
1334256.0,1165945
1334257.0,1166009
1334258.0,1166077
1334259.0,1166137
1334260.0,1166188
1334261.0,1166234
1334262.0,1166280
1334263.0,1166327
1334265.0,1166374
1334266.0,1166421
1334267.0,1166467
1334268.0,1166514
1334269.0,1166561
1334270.0,1166619
1334271.0,1166682
1334272.0,1166734
1334273.0,1166780
1334274.0,1166850
1334275.0,1166900
1334277.0,1166957
1334278.0,1167012
1334279.0,1167059
1334281.0,1167112
1334282.0,1167158
1334283.0,1167227
1334284.0,1167278
1334286.0,1167327
1334288.0,1167397
1334289.0,1167443
1334290.0,1167494
1334291.0,1167563
1334292.0,1167609
1334293.0,1167656
1334294.0,1167703
1334295.0,1167756
1334296.0,1167812
1334297.0,1167864
1334298.0,1167914
1334299.0,1167960
1334300.0,1168021
1334301.0,1168068
1334303.0,1168119
1334304.0,1168183
1334305.0,1168233
1334306.0,1168289
1334308.0,1168338
1334309.0,1168409
1334310.0,1168456
1334313.0,1168502
1334315.0,1168553
1334316.0,1168600
1334317.0,1168671
1334319.0,1168721
1334320.0,1168772
1334322.0,1168839
1334323.0,1168886
1334324.0,1168938
1334325.0,1169000
1334327.0,1169046
1334329.0,1169095
1334330.0,1169158
1334331.0,1169228
1334333.0,1169274
1334334.0,1169327
1334337.0,1169374
1334338.0,1169421
1334340.0,1169474
1334341.0,1169527
1334343.0,1169586
1334344.0,1169639
1334345.0,1169688
1334346.0,1169734
1334347.0,1169780
1334352.0,1169827
1334353.0,1169876
1334355.0,1169953
1334356.0,1170012
1334357.0,1170062
1334358.0,1170114
1334359.0,1170160
1334360.0,1170207
1334361.0,1170267
1334362.0,1170320
1334363.0,1170368
1334365.0,1170414
1334366.0,1170483
1334368.0,1170530
1334369.0,1170583
1334371.0,1170633
1334372.0,1170680
1334373.0,1170731
1334375.0,1170799
1334376.0,1170848
1334377.0,1170899
1334378.0,1170959
1334379.0,1171009
1334380.0,1171068
1334382.0,1171126
1334384.0,1171173
1334385.0,1171224
1334386.0,1171277
1334387.0,1171323
1334388.0,1171393
1334389.0,1171442
1334390.0,1171498
1334391.0,1171545
1334392.0,1171597
1334393.0,1171658
1334394.0,1171722
1334395.0,1171789
1334396.0,1171835
1334398.0,1171885
1334399.0,1171938
1334401.0,1172000
1334402.0,1172046
1334403.0,1172094
1334405.0,1172140
1334406.0,1172206
1334407.0,1172253
1334408.0,1172306
1334410.0,1172372
1334411.0,1172422
1334412.0,1172472
1334415.0,1172525
1334416.0,1172576
1334419.0,1172629
1334420.0,1172682
1334421.0,1172730
1334422.0,1172780
1334424.0,1172843
1334426.0,1172895
1334429.0,1172941
1334430.0,1173005
1334431.0,1173056
1334432.0,1173112
1334433.0,1173179
1334434.0,1173227
1334436.0,1173287
1334437.0,1173334
1334440.0,1173380
1334441.0,1173428
1334442.0,1173478
1334444.0,1173527
1334445.0,1173589
1334447.0,1173642
1334448.0,1173688
1334450.0,1173739
1334452.0,1173785
1334453.0,1173856
1334454.0,1173914
1334455.0,1173961
1334456.0,1174032
1334457.0,1174085
1334458.0,1174138
1334459.0,1174188
1334460.0,1174241
1334461.0,1174287
1334463.0,1174343
1334464.0,1174391
1334469.0,1174443
1334471.0,1174494
1334473.0,1174544
1334474.0,1174593
1334476.0,1174639
1334480.0,1174695
1334481.0,1174745
1334482.0,1174795
1334483.0,1174842
1334486.0,1174888
1334491.0,1174934
1334492.0,1174982
1334494.0,1175029
1334498.0,1175080
1334499.0,1175133
1334500.0,1175199
1334502.0,1175251
1334503.0,1175314
1334505.0,1175360
1334507.0,1175412
1334508.0,1175465
1334509.0,1175517
1334510.0,1175565
1334511.0,1175617
1334512.0,1175663
1334513.0,1175714
1334514.0,1175773
1334515.0,1175824
1334518.0,1175890
1334519.0,1175943
1334520.0,1175996
1334521.0,1176049
1334523.0,1176098
1334524.0,1176151
1334526.0,1176219
1334527.0,1176265
1334528.0,1176317
1334529.0,1176372
1334530.0,1176432
1334531.0,1176487
1334533.0,1176537
1334535.0,1176588
1334538.0,1176651
1334539.0,1176697
1334540.0,1176764
1334541.0,1176810
1334543.0,1176858
1334545.0,1176917
1334546.0,1176967
1334547.0,1177035
1334550.0,1177085
1334551.0,1177153
1334552.0,1177201
1334553.0,1177270
1334554.0,1177331
1334555.0,1177384
1334557.0,1177453
1334558.0,1177509
1334560.0,1177562
1334563.0,1177611
1334564.0,1177662
1334565.0,1177712
1334566.0,1177773
1334567.0,1177820
1334569.0,1177887
1334570.0,1177936
1334571.0,1177984
1334572.0,1178031
1334573.0,1178101
1334575.0,1178169
1334576.0,1178222
1334577.0,1178270
1334578.0,1178320
1334580.0,1178366
1334581.0,1178413
1334582.0,1178481
1334583.0,1178543
1334584.0,1178603
1334585.0,1178662
1334587.0,1178725
1334589.0,1178777
1334591.0,1178846
1334592.0,1178892
1334595.0,1178945
1334597.0,1179012
1334598.0,1179058
1334599.0,1179114
1334600.0,1179173
1334601.0,1179234
1334602.0,1179290
1334604.0,1179353
1334607.0,1179404
1334609.0,1179453
1334610.0,1179513
1334611.0,1179562
1334612.0,1179631
1334613.0,1179702
1334614.0,1179770
1334615.0,1179832
1334616.0,1179879
1334618.0,1179946
1334619.0,1179996
1334622.0,1180045
1334623.0,1180091
1334624.0,1180161
1334626.0,1180220
1334628.0,1180273
1334629.0,1180340
1334630.0,1180386
1334631.0,1180442
1334632.0,1180492
1334633.0,1180539
1334634.0,1180592
1334635.0,1180639
1334638.0,1180689
1334640.0,1180735
1334641.0,1180782
1334642.0,1180828
1334643.0,1180887
1334644.0,1180934
1334648.0,1180981
1334649.0,1181050
1334651.0,1181119
1334652.0,1181166
1334656.0,1181223
1334657.0,1181291
1334659.0,1181341
1334661.0,1181388
1334663.0,1181440
1334664.0,1181493
1334665.0,1181561
1334667.0,1181613
1334668.0,1181662
1334669.0,1181714
1334670.0,1181782
1334672.0,1181835
1334673.0,1181890
1334674.0,1181943
1334678.0,1181994
1334679.0,1182046
1334680.0,1182092
1334681.0,1182144
1334682.0,1182193
1334684.0,1182244
1334687.0,1182290
1334688.0,1182347
1334689.0,1182397
1334690.0,1182450
1334691.0,1182498
1334692.0,1182566
1334694.0,1182618
1334695.0,1182689
1334696.0,1182743
1334697.0,1182795
1334699.0,1182843
1334702.0,1182907
1334703.0,1182966
1334704.0,1183013
1334708.0,1183059
1334712.0,1183110
1334715.0,1183172
1334717.0,1183222
1334718.0,1183269
1334720.0,1183322
1334722.0,1183368
1334723.0,1183414
1334724.0,1183481
1334726.0,1183528
1334727.0,1183595
1334729.0,1183641
1334730.0,1183709
1334731.0,1183779
1334732.0,1183842
1334733.0,1183894
1334734.0,1183949
1334735.0,1184002
1334738.0,1184063
1334739.0,1184122
1334741.0,1184169
1334742.0,1184215
1334743.0,1184276
1334744.0,1184323
1334745.0,1184375
1334746.0,1184426
1334747.0,1184478
1334748.0,1184524
1334749.0,1184570
1334750.0,1184621
1334752.0,1184671
1334756.0,1184740
1334757.0,1184791
1334758.0,1184838
1334759.0,1184885
1334760.0,1184933
1334761.0,1184990
1334762.0,1185043
1334763.0,1185096
1334764.0,1185148
1334765.0,1185197
1334767.0,1185244
1334768.0,1185290
1334770.0,1185337
1334771.0,1185384
1334772.0,1185452
1334774.0,1185498
1334777.0,1185559
1334778.0,1185617
1334779.0,1185684
1334780.0,1185731
1334781.0,1185777
1334782.0,1185846
1334783.0,1185892
1334787.0,1185944
1334789.0,1185996
1334790.0,1186047
1334791.0,1186110
1334792.0,1186157
1334793.0,1186208
1334794.0,1186254
1334796.0,1186301
1334798.0,1186361
1334799.0,1186429
1334800.0,1186482
1334801.0,1186535
1334802.0,1186582
1334803.0,1186643
1334805.0,1186694
1334806.0,1186747
1334807.0,1186796
1334808.0,1186847
1334809.0,1186915
1334811.0,1186976
1334812.0,1187038
1334813.0,1187108
1334814.0,1187154
1334815.0,1187206
1334816.0,1187269
1334817.0,1187326
1334818.0,1187376
1334819.0,1187423
1334821.0,1187480
1334822.0,1187539
1334824.0,1187607
1334825.0,1187657
1334826.0,1187718
1334827.0,1187764
1334828.0,1187811
1334829.0,1187879
1334831.0,1187926
1334832.0,1187977
1334833.0,1188047
1334834.0,1188098
1334835.0,1188148
1334837.0,1188200
1334838.0,1188253
1334840.0,1188304
1334841.0,1188372
1334842.0,1188423
1334843.0,1188473
1334844.0,1188520
1334845.0,1188578
1334847.0,1188646
1334848.0,1188698
1334849.0,1188745
1334850.0,1188813
1334852.0,1188864
1334853.0,1188923
1334855.0,1188979
1334856.0,1189040
1334857.0,1189108
1334858.0,1189159
1334859.0,1189205
1334860.0,1189252
1334862.0,1189310
1334864.0,1189370
1334865.0,1189417
1334866.0,1189477
1334867.0,1189527
1334868.0,1189596
1334869.0,1189647
1334870.0,1189698
1334872.0,1189757
1334873.0,1189820
1334875.0,1189870
1334876.0,1189916
1334877.0,1189967
1334878.0,1190015
1334879.0,1190067
1334880.0,1190114
1334883.0,1190163
1334884.0,1190233
1334885.0,1190283
1334886.0,1190334
1334887.0,1190392
1334889.0,1190439
1334892.0,1190485
1334894.0,1190532
1334895.0,1190582
1334896.0,1190649
1334897.0,1190708
1334899.0,1190767
1334900.0,1190817
1334902.0,1190878
1334903.0,1190937
1334904.0,1191007
1334905.0,1191075
1334906.0,1191127
1334907.0,1191195
1334909.0,1191242
1334910.0,1191305
1334911.0,1191374
1334912.0,1191441
1334915.0,1191505
1334916.0,1191572
1334917.0,1191639
1334919.0,1191690
1334920.0,1191737
1334921.0,1191796
1334922.0,1191860
1334923.0,1191910
1334924.0,1191956
1334925.0,1192022
1334926.0,1192072
1334927.0,1192142
1334928.0,1192211
1334929.0,1192262
1334930.0,1192311
1334931.0,1192358
1334932.0,1192419
1334934.0,1192486
1334936.0,1192538
1334937.0,1192598
1334938.0,1192650
1334939.0,1192718
1334940.0,1192771
1334942.0,1192818
1334943.0,1192864
1334944.0,1192932
1334945.0,1192993
1334946.0,1193052
1334947.0,1193101
1334948.0,1193156
1334949.0,1193207
1334950.0,1193268
1334951.0,1193314
1334952.0,1193361
1334953.0,1193428
1334954.0,1193479
1334955.0,1193526
1334957.0,1193577
1334958.0,1193628
1334959.0,1193678
1334960.0,1193731
1334961.0,1193808
1334963.0,1193854
1334964.0,1193912
1334965.0,1193980
1334966.0,1194030
1334967.0,1194078
1334968.0,1194124
1334969.0,1194182
1334970.0,1194250
1334973.0,1194297
1334974.0,1194343
1334975.0,1194399
1334976.0,1194456
1334978.0,1194507
1334980.0,1194558
1334981.0,1194618
1334983.0,1194671
1334985.0,1194730
1334987.0,1194790
1334989.0,1194849
1334990.0,1194906
1334991.0,1194967
1334993.0,1195017
1334994.0,1195067
1334995.0,1195126
1334996.0,1195183
1334997.0,1195230
1334999.0,1195282
1335001.0,1195391
1335003.0,1195459
1335004.0,1195518
1335006.0,1195578
1335008.0,1195642
1335009.0,1195702
1335010.0,1195749
1335011.0,1195817
1335012.0,1195863
1335013.0,1195924
1335014.0,1195976
1335016.0,1196029
1335018.0,1196088
1335020.0,1196149
1335021.0,1196216
1335022.0,1196262
1335023.0,1196330
1335024.0,1196376
1335026.0,1196427
1335027.0,1196488
1335028.0,1196543
1335031.0,1196607
1335032.0,1196667
1335033.0,1196727
1335034.0,1196774
1335035.0,1196824
1335036.0,1196893
1335039.0,1196952
1335040.0,1197011
1335043.0,1197057
1335044.0,1197106
1335045.0,1197157
1335046.0,1197208
1335048.0,1197254
1335049.0,1197313
1335050.0,1197383
1335051.0,1197450
1335052.0,1197501
1335053.0,1197571
1335054.0,1197639
1335055.0,1197692
1335056.0,1197738
1335057.0,1197791
1335058.0,1197858
1335063.0,1197907
1335064.0,1197957
1335065.0,1198008
1335066.0,1198063
1335067.0,1198131
1335069.0,1198182
1335071.0,1198233
1335072.0,1198289
1335073.0,1198337
1335074.0,1198404
1335075.0,1198472
1335076.0,1198539
1335077.0,1198587
1335078.0,1198633
1335079.0,1198684
1335080.0,1198751
1335082.0,1198803
1335085.0,1198865
1335086.0,1198924
1335087.0,1198975
1335088.0,1199026
1335090.0,1199077
1335091.0,1199135
1335092.0,1199186
1335093.0,1199234
1335094.0,1199285
1335095.0,1199348
1335096.0,1199398
1335097.0,1199456
1335098.0,1199508
1335099.0,1199561
1335100.0,1199628
1335101.0,1199695
1335104.0,1199742
1335105.0,1199809
1335106.0,1199871
1335107.0,1199938
1335109.0,1199985
1335110.0,1200035
1335111.0,1200087
1335112.0,1200137
1335113.0,1200189
1335114.0,1200239
1335116.0,1200306
1335117.0,1200352
1335118.0,1200414
1335120.0,1200461
1335122.0,1200510
1335123.0,1200557
1335125.0,1200624
1335127.0,1200674
1335128.0,1200721
1335129.0,1200789
1335133.0,1200842
1335134.0,1200895
1335137.0,1200947
1335138.0,1200999
1335139.0,1201045
1335142.0,1201091
1335144.0,1201143
1335145.0,1201190
1335146.0,1201240
1335148.0,1201303
1335149.0,1201353
1335150.0,1201399
1335152.0,1201446
1335153.0,1201503
1335154.0,1201549
1335156.0,1201601
1335157.0,1201648
1335159.0,1201697
1335160.0,1201745
1335161.0,1201791
1335162.0,1201846
1335164.0,1201893
1335165.0,1201941
1335166.0,1201994
1335169.0,1202044
1335171.0,1202100
1335172.0,1202152
1335174.0,1202199
1335176.0,1202246
1335178.0,1202313
1335179.0,1202361
1335180.0,1202414
1335181.0,1202483
1335184.0,1202536
1335186.0,1202589
1335187.0,1202691
1335188.0,1202761
1335189.0,1202811
1335190.0,1202864
1335191.0,1202917
1335192.0,1202964
1335195.0,1203014
1335196.0,1203062
1335201.0,1203109
1335202.0,1203158
1335203.0,1203221
1335204.0,1203292
1335205.0,1203345
1335206.0,1203400
1335209.0,1203447
1335210.0,1203494
1335211.0,1203544
1335212.0,1203600
1335215.0,1203650
1335216.0,1203703
1335217.0,1203750
1335218.0,1203797
1335219.0,1203860
1335221.0,1203916
1335222.0,1203979
1335223.0,1204031
1335225.0,1204102
1335226.0,1204152
1335227.0,1204205
1335228.0,1204257
1335229.0,1204308
1335230.0,1204355
1335231.0,1204407
1335234.0,1204462
1335236.0,1204509
1335238.0,1204572
1335239.0,1204625
1335242.0,1204684
1335243.0,1204736
1335244.0,1204788
1335246.0,1204841
1335247.0,1204910
1335249.0,1204961
1335251.0,1205013
1335252.0,1205061
1335253.0,1205117
1335254.0,1205172
1335256.0,1205219
1335257.0,1205281
1335259.0,1205329
1335260.0,1205378
1335261.0,1205430
1335266.0,1205478
1335267.0,1205530
1335269.0,1205576
1335270.0,1205624
1335271.0,1205670
1335272.0,1205722
1335273.0,1205775
1335275.0,1205831
1335276.0,1205884
1335277.0,1205938
1335280.0,1205984
1335282.0,1206036
1335283.0,1206106
1335284.0,1206152
1335285.0,1206198
1335286.0,1206266
1335289.0,1206314
1335291.0,1206366
1335292.0,1206416
1335293.0,1206468
1335294.0,1206521
1335295.0,1206591
1335296.0,1206637
1335297.0,1206685
1335298.0,1206731
1335299.0,1206778
1335302.0,1206825
1335303.0,1206872
1335305.0,1206927
1335306.0,1206979
1335307.0,1207026
1335308.0,1207073
1335310.0,1207120
1335313.0,1207190
1335314.0,1207252
1335315.0,1207303
1335319.0,1207355
1335320.0,1207422
1335323.0,1207469
1335325.0,1207517
1335326.0,1207567
1335327.0,1207614
1335328.0,1207664
1335329.0,1207717
1335330.0,1207767
1335335.0,1207819
1335336.0,1207868
1335337.0,1207921
1335340.0,1207974
1335342.0,1208029
1335344.0,1208085
1335346.0,1208137
1335348.0,1208201
1335349.0,1208248
1335354.0,1208303
1335355.0,1208350
1335357.0,1208403
1335358.0,1208458
1335359.0,1208510
1335361.0,1202636
1335362.0,1208562
1335364.0,1208614
1335366.0,1208677
1335372.0,1208727
1335375.0,1208780
1335378.0,1208828
1335380.0,1208875
1335383.0,1208927
1335386.0,1208983
1335387.0,1209030
1335389.0,1209092
1335393.0,1209145
1335398.0,1209192
1335399.0,1209240
1335401.0,1209291
1335408.0,1209339
1335409.0,1209391
1335410.0,1209444
1335414.0,1209496
1335417.0,1209558
1335419.0,1209621
1335420.0,1209673
1335423.0,1209726
1335424.0,1209774
1335425.0,1209827
1335426.0,1209897
1335427.0,1209959
1335428.0,1210015
1335429.0,1210063
1335430.0,1210112
1335434.0,1210159
1335435.0,1210212
1335436.0,1210264
1335438.0,1210317
1335439.0,1210373
1335441.0,1210435
1335442.0,1210490
1335443.0,1210537
1335446.0,1210589
1335447.0,1210658
1335449.0,1210705
1335450.0,1210754
1335451.0,1210801
1335452.0,1210854
1335453.0,1210906
1335454.0,1210956
1335455.0,1211012
1335457.0,1211059
1335459.0,1211121
1335460.0,1211170
1335461.0,1211223
1335462.0,1211275
1335463.0,1211328
1335464.0,1211376
1335465.0,1211429
1335466.0,1211482
1335468.0,1211535
1335469.0,1211595
1335470.0,1211645
1335472.0,1211706
1335473.0,1211753
1335474.0,1211806
1335475.0,1211853
1335476.0,1211906
1335477.0,1211954
1335479.0,1212026
1335480.0,1212078
1335482.0,1212125
1335483.0,1212178
1335484.0,1212225
1335485.0,1212276
1335486.0,1212339
1335487.0,1212388
1335488.0,1212441
1335490.0,1212494
1335491.0,1212543
1335493.0,1212596
1335495.0,1212648
1335496.0,1212700
1335497.0,1212763
1335498.0,1212816
1335500.0,1212862
1335501.0,1212914
1335502.0,1212961
1335503.0,1213011
1335504.0,1213058
1335505.0,1213110
1335507.0,1213163
1335508.0,1213213
1335510.0,1213265
1335511.0,1213327
1335512.0,1213389
1335513.0,1213441
1335514.0,1213491
1335516.0,1213544
1335517.0,1213604
1335518.0,1213651
1335519.0,1213713
1335521.0,1213772
1335522.0,1213824
1335523.0,1213874
1335524.0,1213926
1335525.0,1213973
1335527.0,1214023
1335528.0,1214083
1335529.0,1214141
1335530.0,1214193
1335532.0,1214240
1335533.0,1214290
1335534.0,1214336
1335535.0,1214395
1335537.0,1214454
1335538.0,1214507
1335539.0,1214553
1335540.0,1214601
1335541.0,1214647
1335543.0,1214699
1335544.0,1214749
1335545.0,1214799
1335547.0,1214851
1335549.0,1214897
1335550.0,1214950
1335552.0,1214997
1335554.0,1215065
1335555.0,1215118
1335556.0,1215175
1335557.0,1215221
1335559.0,1215271
1335560.0,1215319
1335561.0,1215365
1335562.0,1215434
1335563.0,1215493
1335564.0,1215545
1335565.0,1215595
1335566.0,1215652
1335567.0,1215711
1335568.0,1215761
1335569.0,1215830
1335570.0,1215880
1335571.0,1215933
1335573.0,1215980
1335574.0,1216049
1335575.0,1216106
1335576.0,1216156
1335577.0,1216206
1335578.0,1216258
1335579.0,1216318
1335580.0,1216368
1335581.0,1216430
1335582.0,1216487
1335586.0,1216539
1335587.0,1216603
1335589.0,1216650
1335590.0,1216701
1335591.0,1216761
1335592.0,1216808
1335593.0,1216855
1335595.0,1216908
1335598.0,1216955
1335599.0,1217005
1335601.0,1217053
1335602.0,1217101
1335603.0,1217147
1335605.0,1217195
1335607.0,1217244
1335608.0,1217290
1335609.0,1217342
1335610.0,1217389
1335611.0,1217440
1335614.0,1217486
1335615.0,1217538
1335616.0,1217588
1335617.0,1217641
1335619.0,1217693
1335620.0,1217740
1335621.0,1217793
1335622.0,1217863
1335623.0,1217931
1335624.0,1217977
1335628.0,1218024
1335629.0,1218076
1335630.0,1218146
1335632.0,1218199
1335633.0,1218262
1335634.0,1218315
1335635.0,1218384
1335636.0,1218437
1335640.0,1218484
1335641.0,1218536
1335643.0,1218593
1335644.0,1218642
1335645.0,1218693
1335646.0,1218740
1335649.0,1218790
1335651.0,1218856
1335653.0,1218903
1335654.0,1218950
1335655.0,1218997
1335656.0,1219067
1335657.0,1219123
1335658.0,1219170
1335660.0,1219226
1335661.0,1219278
1335662.0,1219328
1335665.0,1219375
1335666.0,1219427
1335667.0,1219473
1335668.0,1219536
1335669.0,1219585
1335670.0,1219632
1335672.0,1219693
1335673.0,1219749
1335674.0,1219801
1335675.0,1219853
1335676.0,1219900
1335677.0,1219949
1335678.0,1220000
1335679.0,1220056
1335680.0,1220107
1335681.0,1220160
1335682.0,1220209
1335684.0,1220257
1335685.0,1220324
1335686.0,1220395
1335687.0,1220461
1335689.0,1220512
1335691.0,1220562
1335692.0,1220618
1335693.0,1220670
1335694.0,1220717
1335695.0,1220784
1335697.0,1220833
1335698.0,1220880
1335703.0,1220948
1335704.0,1220995
1335705.0,1221048
1335706.0,1221108
1335707.0,1221154
1335708.0,1221222
1335709.0,1221281
1335710.0,1221328
1335711.0,1221381
1335712.0,1221427
1335716.0,1221477
1335717.0,1221529
1335718.0,1221581
1335719.0,1221628
1335720.0,1221685
1335721.0,1221735
1335722.0,1221795
1335725.0,1221863
1335727.0,1221922
1335729.0,1221980
1335731.0,1222036
1335732.0,1222088
1335733.0,1222136
1335734.0,1222205
1335735.0,1222276
1335736.0,1222323
1335738.0,1222369
1335739.0,1222418
1335741.0,1222464
1335742.0,1222511
1335743.0,1222560
1335745.0,1222610
1335746.0,1222663
1335748.0,1222710
1335749.0,1222762
1335750.0,1222832
1335751.0,1222879
1335752.0,1222947
1335753.0,1223016
1335756.0,1223077
1335757.0,1223135
1335758.0,1223188
1335759.0,1223239
1335760.0,1223303
1335761.0,1223355
1335763.0,1223405
1335764.0,1223453
1335765.0,1223505
1335766.0,1223553
1335768.0,1223600
1335770.0,1223646
1335771.0,1223692
1335772.0,1223741
1335773.0,1223789
1335775.0,1223841
1335776.0,1223891
1335777.0,1223961
1335778.0,1224011
1335779.0,1224063
1335780.0,1224128
1335781.0,1224184
1335782.0,1224253
1335783.0,1224316
1335784.0,1224362
1335786.0,1224409
1335788.0,1224461
1335789.0,1224513
1335790.0,1224560
1335791.0,1224630
1335792.0,1224697
1335793.0,1224744
1335796.0,1224795
1335797.0,1224847
1335798.0,1224903
1335799.0,1224955
1335800.0,1225008
1335801.0,1225055
1335802.0,1225107
1335803.0,1225158
1335804.0,1225226
1335805.0,1225278
1335806.0,1225348
1335807.0,1225399
1335808.0,1225446
1335809.0,1225498
1335810.0,1225545
1335811.0,1225594
1335812.0,1225657
1335814.0,1225709
1335816.0,1225755
1335817.0,1225806
1335819.0,1225866
1335821.0,1225934
1335822.0,1225991
1335823.0,1226038
1335824.0,1226089
1335825.0,1226157
1335826.0,1226207
1335827.0,1226259
1335831.0,1226311
1335832.0,1226363
1335833.0,1226413
1335834.0,1226463
1335835.0,1226531
1335836.0,1226580
1335837.0,1226650
1335838.0,1226702
1335839.0,1226752
1335842.0,1226804
1335843.0,1226855
1335844.0,1226904
1335845.0,1226950
1335846.0,1227003
1335847.0,1227056
1335848.0,1227108
1335850.0,1227158
1335851.0,1227210
1335852.0,1227260
1335853.0,1227316
1335855.0,1227387
1335856.0,1227439
1335857.0,1227491
