PrimaryKey,Index Value
1329.0,960204
1330.0,994230
1331.0,1032095
1332.0,1073429
1333.0,1115876
1334.0,1155140
1335.0,1195331
1336.0,1233909
1337.0,1275325
1338.0,1315136
1339.0,1353224
1340.0,1395742
1341.0,1435250
1342.0,1476344
1343.0,1516801
1344.0,1559988
1345.0,1596175
1346.0,1639143
1347.0,1677523
1348.0,1720063
1349.0,1755775
1350.0,1798165
1351.0,1839762
1352.0,1877007
1353.0,1916914
1354.0,1958857
1355.0,2001900
1356.0,2039905
1357.0,2083213
1358.0,2121713
1359.0,2163602
1360.0,2205549
1361.0,2245998
1362.0,2287394
1363.0,2329151
1364.0,2370136
1365.0,2409009
1366.0,2452435
1367.0,2492466
1368.0,2536220
1369.0,2574101
1370.0,2618551
1371.0,2658320
1372.0,2703626
1309881.0,449021
1309882.0,449070
1309885.0,449119
1309886.0,449168
1309898.0,449217
1309903.0,449279
1309913.0,449340
1309918.0,449389
1309919.0,449441
1309923.0,449488
1309946.0,449534
1309948.0,449588
1309962.0,449639
1309979.0,449685
1309985.0,449736
1309994.0,449786
1310011.0,449893
1310022.0,449951
1310023.0,449999
1310025.0,450044
1310035.0,450090
1310046.0,450149
1310050.0,450199
1310056.0,450262
1310063.0,450311
1310068.0,450357
1310087.0,450405
1310088.0,450451
1310090.0,450518
1310092.0,450563
1310096.0,450609
1310103.0,450678
1310112.0,450740
1310115.0,450785
1310145.0,450831
1310151.0,450881
1310159.0,450927
1310161.0,450976
1310162.0,451022
1310163.0,451070
1310164.0,451116
1310169.0,451166
1310170.0,451221
1310239.0,451272
1310242.0,451317
1310247.0,451382
1310251.0,451437
1310252.0,451486
1310256.0,451532
1310258.0,451577
1310259.0,451625
1310261.0,451673
1310263.0,451718
1310268.0,451770
1310269.0,451815
1310282.0,451884
1310284.0,451930
1310285.0,451976
1310286.0,452021
1310287.0,452072
1310288.0,452131
1310290.0,452180
1310291.0,452229
1310292.0,452275
1310297.0,452344
1310298.0,452395
1310310.0,452444
1310313.0,452489
1310321.0,452539
1310323.0,452590
1310331.0,452639
1310333.0,452707
1310361.0,452756
1310366.0,452825
1310370.0,452874
1310374.0,452932
1310393.0,452984
1310397.0,453033
1310442.0,453095
1310446.0,453140
1310454.0,453187
1310455.0,453245
1310456.0,453293
1310463.0,453344
1310465.0,453392
1310466.0,453460
1310481.0,453512
1310482.0,453561
1310489.0,453610
1310494.0,453661
1310510.0,453710
1310513.0,453772
1310522.0,453819
1310526.0,453870
1310529.0,453919
1310531.0,453981
1310540.0,454027
1310541.0,454073
1310550.0,454118
1310551.0,454170
1310564.0,454230
1310571.0,454276
1310583.0,454324
1310586.0,454371
1310592.0,454422
1310594.0,454471
1310603.0,454517
1310610.0,454583
1310611.0,454632
1310618.0,454681
1310619.0,454727
1310623.0,454772
1310634.0,454821
1310635.0,454870
1310641.0,454920
1310670.0,454971
1310685.0,455017
1310686.0,455065
1310689.0,455135
1310693.0,455182
1310695.0,455231
1310698.0,455280
1310703.0,455325
1310714.0,455372
1310717.0,455419
1310724.0,455468
1310725.0,455517
1310731.0,455564
1310737.0,455612
1310741.0,455673
1310754.0,455719
1310755.0,455770
1310767.0,455818
1310770.0,455867
1310773.0,455936
1310776.0,455991
1310781.0,456056
1310782.0,456105
1310788.0,456153
1310793.0,456202
1310796.0,456247
1310801.0,456296
1310810.0,456341
1310811.0,456386
1310814.0,456448
1310818.0,456497
1310821.0,456545
1310824.0,456590
1310828.0,456641
1310831.0,456692
1310832.0,456739
1310837.0,456787
1310843.0,456839
1310849.0,456887
1310854.0,456936
1310857.0,456985
1310858.0,457037
1310859.0,457092
1310862.0,457142
1310863.0,457192
1310870.0,457242
1310871.0,457290
1310873.0,457339
1310885.0,457394
1310886.0,457445
1310887.0,457490
1310894.0,457542
1310895.0,457590
1310896.0,457642
1310899.0,457692
1310901.0,457739
1310906.0,457791
1310907.0,457846
1310911.0,457897
1310914.0,457947
1310918.0,458002
1310928.0,458052
1310930.0,458101
1310933.0,458147
1310939.0,458193
1310941.0,458247
1310945.0,458302
1310947.0,458353
1310950.0,458407
1310955.0,458461
1310957.0,458516
1310959.0,458567
1310960.0,458618
1310961.0,458664
1310964.0,458725
1310965.0,458777
1310967.0,458825
1310969.0,458890
1310972.0,458938
1310975.0,458984
1310977.0,459045
1310979.0,459097
1310982.0,459151
1310984.0,459198
1310985.0,459247
1310987.0,459299
1310988.0,459360
1310991.0,459411
1310992.0,459466
1310993.0,459534
1310994.0,459582
1310995.0,459628
1310997.0,459674
1311001.0,459784
1311003.0,459852
1311004.0,459903
1311007.0,459971
1311008.0,460033
1311011.0,460082
1311013.0,460136
1311016.0,460202
1311017.0,460257
1311018.0,460312
1311019.0,460363
1311022.0,460417
1311030.0,460471
1311040.0,460518
1311043.0,460568
1311044.0,460634
1311046.0,460697
1311047.0,460756
1311048.0,460802
1311049.0,460861
1311051.0,460911
1311052.0,460958
1311053.0,461008
1311054.0,461058
1311058.0,461110
1311060.0,461162
1311061.0,461208
1311064.0,461254
1311065.0,461299
1311070.0,461345
1311075.0,461400
1311077.0,461468
1311079.0,461518
1311080.0,461564
1311083.0,461610
1311087.0,461656
1311088.0,461707
1311095.0,461755
1311100.0,461803
1311106.0,461848
1311114.0,461894
1311116.0,461940
1311117.0,461985
1311118.0,462053
1311119.0,462112
1311120.0,462158
1311123.0,462216
1311124.0,462265
1311127.0,462311
1311129.0,462359
1311130.0,462408
1311132.0,462453
1311133.0,462499
1311134.0,462545
1311135.0,462591
1311137.0,462647
1311139.0,462698
1311142.0,462743
1311143.0,462802
1311144.0,462848
1311147.0,462897
1311148.0,462945
1311150.0,463006
1311153.0,463052
1311154.0,463103
1311156.0,463149
1311157.0,463211
1311158.0,463262
1311162.0,463307
1311163.0,463353
1311168.0,463404
1311169.0,463450
1311171.0,463496
1311178.0,463542
1311181.0,463594
1311187.0,463644
1311189.0,463703
1311190.0,463751
1311192.0,463797
1311193.0,463846
1311195.0,463916
1311197.0,463974
1311200.0,464019
1311203.0,464065
1311206.0,464114
1311209.0,464161
1311213.0,464213
1311216.0,464259
1311217.0,464305
1311219.0,464354
1311222.0,464424
1311226.0,464470
1311227.0,464519
1311228.0,464568
1311229.0,464614
1311231.0,464660
1311234.0,464730
1311242.0,464779
1311245.0,464845
1311246.0,464897
1311248.0,464965
1311253.0,465011
1311258.0,465061
1311260.0,465112
1311261.0,465164
1311262.0,465209
1311264.0,465258
1311265.0,465304
1311269.0,465354
1311270.0,465403
1311276.0,465451
1311277.0,465520
1311282.0,465580
1311284.0,465632
1311286.0,465684
1311299.0,465753
1311303.0,465811
1311305.0,465860
1311310.0,465910
1311318.0,465966
1311321.0,466025
1311322.0,466071
1311327.0,466117
1311333.0,466169
1311336.0,466215
1311337.0,466272
1311339.0,466318
1311340.0,466364
1311345.0,466410
1311346.0,466457
1311351.0,466509
1311353.0,466560
1311354.0,466606
1311356.0,466656
1311358.0,466725
1311359.0,466776
1311361.0,466822
1311362.0,466891
1311369.0,466937
1311371.0,466999
1311373.0,467060
1311374.0,467120
1311379.0,467171
1311382.0,467217
1311384.0,467268
1311388.0,467314
1311393.0,467361
1311394.0,467413
1311397.0,467463
1311403.0,467531
1311404.0,467582
1311410.0,467634
1311412.0,467685
1311416.0,467740
1311420.0,467792
1311422.0,467839
1311425.0,467902
1311432.0,467947
1311434.0,467998
1311435.0,468046
1311439.0,468091
1311441.0,468149
1311444.0,468200
1311445.0,468246
1311447.0,468298
1311456.0,468366
1311458.0,468412
1311459.0,468459
1311460.0,468518
1311461.0,468564
1311463.0,468615
1311472.0,468662
1311474.0,468709
1311475.0,468761
1311480.0,468811
1311484.0,468862
1311493.0,468914
1311497.0,468959
1311498.0,469008
1311500.0,469054
1311503.0,469117
1311506.0,469184
1311507.0,469253
1311509.0,469298
1311511.0,469350
1311512.0,469409
1311513.0,469455
1311515.0,469507
1311516.0,469562
1311521.0,469632
1311523.0,469700
1311528.0,469748
1311530.0,469819
1311531.0,469871
1311532.0,469922
1311534.0,469968
1311535.0,470037
1311537.0,470090
1311540.0,470137
1311541.0,470186
1311544.0,470231
1311553.0,470283
1311557.0,470335
1311566.0,470403
1311569.0,470449
1311570.0,470495
1311574.0,470541
1311575.0,470593
1311576.0,470644
1311579.0,470692
1311581.0,470744
1311583.0,470790
1311584.0,470858
1311585.0,470908
1311589.0,470960
1311591.0,471028
1311592.0,471080
1311594.0,471149
1311597.0,471195
1311599.0,471241
1311601.0,471290
1311602.0,471335
1311604.0,471387
1311606.0,471432
1311610.0,471478
1311611.0,471523
1311612.0,471572
1311613.0,471621
1311614.0,471680
1311615.0,471726
1311617.0,471778
1311619.0,471827
1311622.0,471872
1311623.0,471918
1311626.0,471963
1311627.0,472012
1311628.0,472064
1311636.0,472114
1311643.0,472160
1311644.0,472223
1311646.0,472269
1311648.0,472321
1311650.0,472366
1311655.0,472412
1311657.0,472458
1311658.0,472510
1311659.0,472571
1311661.0,472616
1311663.0,472662
1311664.0,472707
1311666.0,472756
1311667.0,472808
1311669.0,472867
1311675.0,472912
1311677.0,472958
1311681.0,473005
1311685.0,473073
1311687.0,473124
1311692.0,473175
1311695.0,473224
1311696.0,473293
1311697.0,473344
1311699.0,473390
1311701.0,473439
1311702.0,473491
1311703.0,473543
1311705.0,473588
1311706.0,473640
1311708.0,473685
1311711.0,473755
1311713.0,473805
1311714.0,473850
1311719.0,473916
1311720.0,473967
1311721.0,474013
1311729.0,474065
1311732.0,474114
1311734.0,474165
1311735.0,474231
1311737.0,474300
1311740.0,474346
1311747.0,474404
1311758.0,474456
1311761.0,474502
1311764.0,474572
1311772.0,474618
1311780.0,474664
1311782.0,474732
1311785.0,474781
1311788.0,474833
1311792.0,474885
1311798.0,474945
1311803.0,475004
1311806.0,475052
1311817.0,475101
1311818.0,475153
1311823.0,475205
1311828.0,475256
1311829.0,475307
1311841.0,475355
1311845.0,475407
1311849.0,475452
1311853.0,475506
1311854.0,475551
1311859.0,475602
1311863.0,475666
1311868.0,475711
1311869.0,475760
1311871.0,475809
1311874.0,475857
1311882.0,475908
1311894.0,475959
1311900.0,476008
1311904.0,476053
1311905.0,476121
1311907.0,476183
1311908.0,476228
1311915.0,476289
1311923.0,476334
1311927.0,476382
1311933.0,476451
1311934.0,476511
1311936.0,476579
1311939.0,476625
1311940.0,476671
1311943.0,476722
1311955.0,476771
1311956.0,476822
1311966.0,476883
1311973.0,476943
1311976.0,476988
1311977.0,477036
1311987.0,477082
1311989.0,477128
1312005.0,477234
1312006.0,477292
1312007.0,477361
1312017.0,477407
1312018.0,477453
1312027.0,477504
1312028.0,477568
1312029.0,477630
1312038.0,477685
1312041.0,477734
1312047.0,477782
1312048.0,477832
1312053.0,477883
1312055.0,477932
1312056.0,477983
1312059.0,478033
1312061.0,478081
1312063.0,478127
1312065.0,478189
1312068.0,478238
1312069.0,478287
1312071.0,478333
1312078.0,478382
1312080.0,478437
1312085.0,478486
1312090.0,478536
1312096.0,478581
1312098.0,478627
1312100.0,478675
1312101.0,478727
1312102.0,478822
1312107.0,478891
1312109.0,478940
1312112.0,478999
1312113.0,479051
1312115.0,479110
1312117.0,479177
1312119.0,479223
1312120.0,479269
1312123.0,479321
1312125.0,479371
1312127.0,479416
1312128.0,479468
1312129.0,479514
1312130.0,479560
1312134.0,479619
1312135.0,479675
1312136.0,479722
1312137.0,479787
1312141.0,479838
1312143.0,479884
1312144.0,479934
1312147.0,478772
1312149.0,479986
1312150.0,480036
1312153.0,480082
1312155.0,480132
1312156.0,480184
1312159.0,480231
1312165.0,480277
1312166.0,480331
1312175.0,480390
1312177.0,480436
1312179.0,480487
1312183.0,480537
1312184.0,480583
1312185.0,480637
1312189.0,480687
1312193.0,480742
1312198.0,480802
1312201.0,480849
1312203.0,480912
1312205.0,480974
1312210.0,481023
1312215.0,481086
1312222.0,481131
1312226.0,481179
1312231.0,481225
1312234.0,481271
1312243.0,481321
1312247.0,481370
1312248.0,481429
1312250.0,481474
1312251.0,481530
1312253.0,481598
1312257.0,481653
1312258.0,481704
1312260.0,481752
1312261.0,481804
1312271.0,481859
1312281.0,481911
1312293.0,481957
1312297.0,482006
1312299.0,482053
1312308.0,482123
1312311.0,482175
1312312.0,482234
1312325.0,482281
1312333.0,482327
1312336.0,482373
1312343.0,482418
1312345.0,482463
1312350.0,482511
1312355.0,482557
1312364.0,482605
1312365.0,482650
1312369.0,482699
1312373.0,482750
1312376.0,482801
1312377.0,482863
1312379.0,482914
1312381.0,482959
1312384.0,483021
1312388.0,483066
1312390.0,483117
1312391.0,483168
1312394.0,483213
1312396.0,483264
1312398.0,483329
1312400.0,483374
1312405.0,483442
1312408.0,483491
1312412.0,483545
1312414.0,483590
1312415.0,483636
1312419.0,483695
1312420.0,483753
1312427.0,483798
1312428.0,483851
1312429.0,483899
1312431.0,483950
1312432.0,483995
1312434.0,484046
1312438.0,484100
1312442.0,484148
1312443.0,484206
1312444.0,484258
1312445.0,484313
1312449.0,484364
1312450.0,484413
1312453.0,484465
1312455.0,484514
1312457.0,484565
1312458.0,484617
1312459.0,484662
1312461.0,484714
1312463.0,484762
1312466.0,484813
1312467.0,484861
1312472.0,484926
1312478.0,484974
1312479.0,485026
1312484.0,485082
1312485.0,485130
1312489.0,485175
1312490.0,485227
1312491.0,485278
1312497.0,485330
1312506.0,485381
1312518.0,485436
1312520.0,485487
1312521.0,485549
1312524.0,485618
1312531.0,485673
1312540.0,485718
1312545.0,485765
1312546.0,485814
1312552.0,485865
1312553.0,485917
1312554.0,485966
1312557.0,486033
1312561.0,486080
1312564.0,486127
1312565.0,486196
1312567.0,486245
1312569.0,486292
1312570.0,486341
1312575.0,486409
1312576.0,486464
1312577.0,486510
1312580.0,486559
1312586.0,486610
1312588.0,486659
1312593.0,486714
1312595.0,486760
1312599.0,486812
1312601.0,486864
1312602.0,486913
1312610.0,486961
1312611.0,487007
1312612.0,487069
1312614.0,487121
1312615.0,487167
1312617.0,487213
1312619.0,487258
1312620.0,487318
1312621.0,487383
1312624.0,487434
1312625.0,487481
1312628.0,487530
1312631.0,487577
1312632.0,487645
1312635.0,487697
1312639.0,487751
1312645.0,487800
1312646.0,487849
1312648.0,487904
1312649.0,487966
1312653.0,488018
1312654.0,488067
1312657.0,488115
1312658.0,488170
1312659.0,488216
1312662.0,488265
1312666.0,488317
1312669.0,488372
1312670.0,488427
1312671.0,488482
1312675.0,488531
1312676.0,488583
1312680.0,488634
1312686.0,488688
1312687.0,488737
1312689.0,488787
1312694.0,488832
1312695.0,488884
1312696.0,488946
1312697.0,488993
1312699.0,489040
1312701.0,489088
1312703.0,489139
1312705.0,489201
1312707.0,489263
1312708.0,489310
1312709.0,489362
1312711.0,489417
1312712.0,489465
1312715.0,489516
1312719.0,489568
1312721.0,489637
1312722.0,489699
1312725.0,489747
1312726.0,489798
1312727.0,489850
1312729.0,489896
1312731.0,489947
1312733.0,489998
1312734.0,490045
1312735.0,490091
1312737.0,490143
1312741.0,490202
1312743.0,490254
1312745.0,490304
1312750.0,490356
1312751.0,490408
1312752.0,490457
1312753.0,490509
1312754.0,490561
1312756.0,490630
1312757.0,490678
1312759.0,490726
1312760.0,490775
1312763.0,490841
1312765.0,490910
1312768.0,490956
1312770.0,491002
1312771.0,491050
1312772.0,491096
1312773.0,491142
1312775.0,491191
1312777.0,491253
1312778.0,491300
1312779.0,491350
1312783.0,491396
1312784.0,491448
1312786.0,491498
1312788.0,491552
1312789.0,491598
1312792.0,491644
1312795.0,491713
1312796.0,491772
1312799.0,491818
1312800.0,491864
1312801.0,491923
1312802.0,491992
1312805.0,492044
1312806.0,492093
1312809.0,492139
1312810.0,492195
1312813.0,492263
1312817.0,492315
1312818.0,492364
1312819.0,492420
1312820.0,492468
1312821.0,492519
1312822.0,492571
1312824.0,492623
1312825.0,492672
1312828.0,492728
1312829.0,492797
1312830.0,492843
1312831.0,492894
1312832.0,492940
1312834.0,492996
1312836.0,493046
1312837.0,493098
1312839.0,493147
1312841.0,493198
1312844.0,493254
1312847.0,493306
1312849.0,493355
1312852.0,493407
1312854.0,493452
1312855.0,493498
1312856.0,493549
1312857.0,493611
1312859.0,493663
1312863.0,493715
1312865.0,493760
1312866.0,493824
1312867.0,493874
1312870.0,493926
1312873.0,493971
1312874.0,494026
1312876.0,494071
1312877.0,494119
1312878.0,494195
1312880.0,494256
1312881.0,494305
1312883.0,494353
1312884.0,494398
1312886.0,494453
1312887.0,494499
1312888.0,494550
1312891.0,494618
1312893.0,494663
1312895.0,494724
1312896.0,494769
1312897.0,494814
1312902.0,494859
1312906.0,494908
1312912.0,494969
1312913.0,495024
1312916.0,495075
1312917.0,495127
1312919.0,495188
1312921.0,495236
1312924.0,495304
1312926.0,495366
1312927.0,495418
1312929.0,495469
1312930.0,495537
1312932.0,495595
1312937.0,495646
1312938.0,495713
1312939.0,495788
1312941.0,495839
1312946.0,495885
1312948.0,495934
1312949.0,495986
1312950.0,496037
1312952.0,496082
1312959.0,496127
1312962.0,496173
1312968.0,496238
1312977.0,496289
1312978.0,496335
1312979.0,496397
1312982.0,496444
1312984.0,496495
1312986.0,496547
1312999.0,496599
1313001.0,496700
1313002.0,496746
1313003.0,496792
1313011.0,496839
1313015.0,496908
1313016.0,496957
1313017.0,497005
1313023.0,497051
1313029.0,497102
1313031.0,497150
1313038.0,497202
1313041.0,497254
1313042.0,497305
1313044.0,497354
1313047.0,497417
1313050.0,497476
